gender,age,category,payment_method,total
Male,49,Cosmetics,Cash,650.56
Male,67,Food & Beverage,Card,130.75
Male,48,Cosmetics,Cash,1016.5
Female,61,Cosmetics,Cash,40.66
Female,38,Shoes,Card,9602.72
Female,60,Shoes,Cash,2400.68
Male,35,Food & Beverage,Card,20.92
Male,35,Food & Beverage,Card,130.75
Male,36,Clothing,Card,4801.28
Female,19,Clothing,Cash,2700.7200000000003
Male,35,Food & Beverage,Card,5.23
Female,19,Clothing,Card,4801.28
Female,22,Souvenir,Cash,293.25
Female,24,Clothing,Cash,300.08
Male,63,Clothing,Card,1200.32
Female,23,Books,Cash,242.4
Male,45,Shoes,Card,15004.25
Male,34,Toys,Card,35.84
Male,64,Clothing,Card,300.08
Female,32,Clothing,Card,7502.0
Female,21,Clothing,Cash,1200.32
Female,55,Clothing,Card,7502.0
Male,68,Cosmetics,Card,650.56
Male,48,Food & Beverage,Card,130.75
Male,19,Food & Beverage,Card,83.68
Female,58,Clothing,Card,4801.28
Female,65,Food & Beverage,Card,47.07
Male,37,Clothing,Card,4801.28
Male,63,Toys,Card,573.44
Male,64,Shoes,Card,600.17
Male,50,Technology,Cash,26250.0
Male,22,Technology,Card,9450.0
Male,37,Cosmetics,Card,162.64
Female,69,Clothing,Cash,2700.7200000000003
Female,68,Cosmetics,Cash,650.56
Female,61,Clothing,Cash,2700.7200000000003
Female,49,Clothing,Cash,2700.7200000000003
Male,59,Food & Beverage,Card,47.07
Female,23,Technology,Card,9450.0
Female,58,Clothing,Card,4801.28
Female,27,Clothing,Cash,1200.32
Male,53,Clothing,Card,4801.28
Female,26,Clothing,Cash,7502.0
Male,68,Technology,Card,16800.0
Male,66,Clothing,Cash,4801.28
Female,64,Books,Cash,60.6
Female,34,Clothing,Cash,2700.7200000000003
Female,65,Toys,Card,143.36
Male,20,Clothing,Card,300.08
Female,18,Souvenir,Cash,11.73
Male,47,Souvenir,Card,187.68
Female,19,Food & Beverage,Cash,5.23
Female,32,Cosmetics,Cash,40.66
Male,30,Clothing,Cash,300.08
Male,33,Clothing,Card,2700.7200000000003
Male,67,Shoes,Card,15004.25
Male,52,Clothing,Cash,4801.28
Female,19,Cosmetics,Card,1016.5
Female,69,Cosmetics,Cash,365.94
Male,32,Toys,Cash,322.56
Female,19,Books,Card,60.6
Female,66,Technology,Cash,4200.0
Female,68,Clothing,Cash,2700.7200000000003
Male,47,Food & Beverage,Card,5.23
Male,60,Food & Beverage,Card,20.92
Female,31,Food & Beverage,Card,47.07
Female,48,Food & Beverage,Card,20.92
Male,65,Clothing,Cash,300.08
Female,55,Food & Beverage,Cash,83.68
Female,38,Clothing,Card,7502.0
Male,37,Cosmetics,Card,162.64
Male,55,Clothing,Cash,2700.7200000000003
Female,22,Clothing,Cash,7502.0
Female,69,Clothing,Cash,1200.32
Male,50,Clothing,Card,7502.0
Female,26,Clothing,Card,7502.0
Female,57,Books,Card,15.15
Male,22,Shoes,Cash,15004.25
Male,27,Clothing,Card,4801.28
Male,67,Toys,Card,573.44
Female,52,Toys,Card,322.56
Female,29,Cosmetics,Card,40.66
Male,55,Shoes,Card,15004.25
Female,57,Clothing,Cash,4801.28
Male,69,Shoes,Cash,600.17
Female,61,Shoes,Card,15004.25
Male,64,Food & Beverage,Cash,130.75
Female,55,Technology,Cash,26250.0
Male,69,Cosmetics,Cash,40.66
Male,56,Books,Cash,242.4
Female,21,Clothing,Cash,1200.32
Female,33,Clothing,Cash,7502.0
Male,22,Books,Cash,60.6
Male,64,Clothing,Cash,1200.32
Female,32,Cosmetics,Card,1016.5
Male,53,Toys,Card,322.56
Male,36,Food & Beverage,Cash,20.92
Female,36,Clothing,Cash,1200.32
Female,66,Cosmetics,Card,1016.5
Female,37,Cosmetics,Cash,365.94
Male,67,Souvenir,Card,46.92
Male,30,Clothing,Cash,4801.28
Male,42,Toys,Cash,573.44
Female,62,Cosmetics,Card,650.56
Male,34,Toys,Card,322.56
Female,44,Clothing,Card,2700.7200000000003
Female,56,Technology,Cash,16800.0
Male,64,Technology,Card,26250.0
Female,42,Souvenir,Card,11.73
Female,62,Shoes,Cash,2400.68
Female,45,Cosmetics,Card,162.64
Male,51,Clothing,Card,4801.28
Female,62,Food & Beverage,Cash,5.23
Male,67,Toys,Cash,896.0
Female,65,Toys,Card,896.0
Male,45,Clothing,Card,300.08
Female,40,Food & Beverage,Cash,20.92
Female,65,Souvenir,Cash,293.25
Female,28,Clothing,Card,300.08
Female,30,Food & Beverage,Cash,20.92
Female,27,Food & Beverage,Card,83.68
Female,30,Cosmetics,Cash,162.64
Male,61,Cosmetics,Card,1016.5
Female,49,Cosmetics,Card,162.64
Male,24,Food & Beverage,Cash,5.23
Female,37,Clothing,Cash,300.08
Female,18,Clothing,Card,4801.28
Female,40,Clothing,Card,4801.28
Male,41,Toys,Cash,322.56
Female,26,Clothing,Cash,7502.0
Male,52,Cosmetics,Card,40.66
Male,19,Clothing,Card,1200.32
Male,47,Clothing,Cash,4801.28
Male,21,Clothing,Cash,300.08
Male,53,Clothing,Cash,300.08
Female,46,Cosmetics,Cash,1016.5
Male,43,Books,Cash,136.35000000000002
Female,23,Food & Beverage,Card,83.68
Female,19,Cosmetics,Cash,365.94
Female,30,Clothing,Cash,2700.7200000000003
Male,66,Shoes,Card,15004.25
Male,26,Clothing,Card,300.08
Female,23,Clothing,Card,300.08
Male,45,Clothing,Card,300.08
Male,64,Food & Beverage,Card,130.75
Female,45,Books,Card,15.15
Male,66,Shoes,Card,600.17
Female,63,Cosmetics,Cash,1016.5
Male,27,Clothing,Cash,300.08
Male,47,Cosmetics,Card,162.64
Female,49,Cosmetics,Card,1016.5
Female,25,Shoes,Cash,5401.53
Male,65,Cosmetics,Card,365.94
Female,27,Clothing,Card,1200.32
Female,65,Clothing,Cash,7502.0
Male,48,Food & Beverage,Card,5.23
Female,53,Cosmetics,Cash,40.66
Male,68,Toys,Cash,143.36
Female,22,Cosmetics,Card,1016.5
Female,58,Toys,Card,35.84
Male,29,Clothing,Cash,300.08
Female,31,Food & Beverage,Card,47.07
Female,65,Cosmetics,Card,40.66
Male,43,Shoes,Card,2400.68
Male,62,Clothing,Card,1200.32
Male,50,Clothing,Card,300.08
Female,43,Clothing,Card,300.08
Male,36,Technology,Card,9450.0
Male,55,Shoes,Card,600.17
Female,24,Souvenir,Cash,11.73
Male,54,Books,Card,242.4
Female,39,Toys,Cash,143.36
Female,32,Clothing,Card,300.08
Male,59,Food & Beverage,Card,47.07
Female,27,Cosmetics,Card,1016.5
Male,42,Toys,Card,143.36
Female,21,Food & Beverage,Card,20.92
Male,35,Food & Beverage,Card,5.23
Female,63,Clothing,Cash,2700.7200000000003
Female,22,Toys,Card,35.84
Female,27,Toys,Cash,143.36
Female,28,Clothing,Card,2700.7200000000003
Female,27,Clothing,Card,7502.0
Male,65,Clothing,Card,1200.32
Female,35,Books,Card,378.75
Female,27,Cosmetics,Card,365.94
Female,53,Toys,Cash,896.0
Male,51,Clothing,Cash,300.08
Male,33,Cosmetics,Card,365.94
Female,23,Toys,Card,143.36
Male,38,Technology,Cash,1050.0
Male,61,Clothing,Card,4801.28
Male,26,Clothing,Cash,300.08
Male,68,Food & Beverage,Card,5.23
Female,36,Food & Beverage,Cash,20.92
Female,45,Food & Beverage,Card,83.68
Female,20,Clothing,Cash,300.08
Female,26,Clothing,Cash,4801.28
Male,27,Clothing,Cash,7502.0
Male,43,Clothing,Cash,4801.28
Female,22,Clothing,Card,1200.32
Female,40,Food & Beverage,Card,47.07
Female,36,Food & Beverage,Cash,5.23
Male,36,Food & Beverage,Card,20.92
Female,60,Cosmetics,Card,1016.5
Male,59,Cosmetics,Cash,1016.5
Female,36,Cosmetics,Card,162.64
Female,37,Technology,Cash,9450.0
Male,66,Shoes,Cash,5401.53
Female,37,Books,Card,15.15
Female,64,Food & Beverage,Card,20.92
Female,45,Food & Beverage,Cash,83.68
Male,44,Clothing,Cash,1200.32
Female,63,Cosmetics,Card,650.56
Female,18,Food & Beverage,Cash,47.07
Male,66,Clothing,Card,7502.0
Male,36,Cosmetics,Card,1016.5
Male,58,Toys,Card,573.44
Female,30,Souvenir,Card,11.73
Female,60,Technology,Card,9450.0
Male,54,Food & Beverage,Card,20.92
Female,33,Cosmetics,Card,162.64
Male,38,Clothing,Card,1200.32
Male,41,Toys,Card,35.84
Female,68,Cosmetics,Cash,650.56
Female,69,Clothing,Card,7502.0
Female,50,Clothing,Cash,2700.7200000000003
Male,45,Clothing,Card,300.08
Female,64,Food & Beverage,Cash,47.07
Female,23,Shoes,Card,2400.68
Male,35,Clothing,Cash,4801.28
Female,66,Cosmetics,Card,365.94
Female,53,Clothing,Card,4801.28
Female,55,Cosmetics,Card,365.94
Male,56,Clothing,Cash,2700.7200000000003
Female,53,Food & Beverage,Card,20.92
Female,28,Technology,Card,1050.0
Female,65,Shoes,Cash,15004.25
Male,21,Clothing,Card,7502.0
Female,43,Clothing,Cash,300.08
Male,55,Clothing,Card,4801.28
Male,61,Food & Beverage,Cash,47.07
Female,62,Clothing,Cash,7502.0
Female,32,Technology,Card,16800.0
Male,62,Toys,Card,143.36
Female,42,Clothing,Cash,300.08
Female,38,Cosmetics,Card,1016.5
Female,28,Toys,Card,573.44
Female,24,Cosmetics,Card,365.94
Female,44,Souvenir,Card,293.25
Male,26,Souvenir,Cash,46.92
Female,59,Clothing,Card,300.08
Female,41,Technology,Cash,4200.0
Male,53,Clothing,Card,1200.32
Female,55,Food & Beverage,Card,20.92
Male,39,Clothing,Cash,7502.0
Female,35,Souvenir,Card,46.92
Male,35,Cosmetics,Cash,365.94
Female,45,Cosmetics,Card,162.64
Female,55,Cosmetics,Card,365.94
Male,59,Food & Beverage,Card,130.75
Male,31,Food & Beverage,Card,47.07
Male,54,Food & Beverage,Card,130.75
Female,28,Souvenir,Card,105.57
Male,25,Clothing,Card,1200.32
Female,34,Clothing,Card,7502.0
Female,68,Clothing,Cash,2700.7200000000003
Male,32,Clothing,Card,2700.7200000000003
Female,47,Shoes,Card,9602.72
Female,20,Cosmetics,Cash,365.94
Female,60,Cosmetics,Card,365.94
Male,62,Toys,Card,322.56
Female,39,Clothing,Card,7502.0
Female,60,Souvenir,Cash,105.57
Female,28,Food & Beverage,Cash,20.92
Male,45,Food & Beverage,Card,47.07
Female,27,Technology,Cash,4200.0
Male,27,Clothing,Card,2700.7200000000003
Male,43,Toys,Cash,573.44
Female,36,Food & Beverage,Card,20.92
Male,59,Clothing,Cash,7502.0
Female,51,Cosmetics,Card,40.66
Female,45,Clothing,Card,1200.32
Male,56,Shoes,Cash,2400.68
Male,36,Clothing,Cash,4801.28
Female,41,Clothing,Cash,1200.32
Male,63,Souvenir,Cash,46.92
Male,41,Shoes,Card,600.17
Female,55,Clothing,Card,4801.28
Male,54,Clothing,Card,7502.0
Male,52,Clothing,Cash,2700.7200000000003
Female,24,Books,Card,378.75
Male,45,Cosmetics,Card,1016.5
Male,54,Clothing,Cash,7502.0
Male,52,Clothing,Card,1200.32
Female,67,Clothing,Cash,300.08
Female,28,Food & Beverage,Card,130.75
Male,20,Books,Cash,378.75
Female,24,Clothing,Card,7502.0
Female,62,Clothing,Card,300.08
Male,33,Food & Beverage,Card,130.75
Male,45,Food & Beverage,Cash,47.07
Female,30,Clothing,Card,2700.7200000000003
Male,40,Toys,Cash,322.56
Male,41,Clothing,Card,300.08
Female,38,Cosmetics,Card,40.66
Female,61,Clothing,Cash,1200.32
Female,50,Clothing,Card,7502.0
Female,59,Shoes,Card,15004.25
Male,65,Cosmetics,Cash,40.66
Female,36,Toys,Cash,573.44
Female,40,Clothing,Cash,2700.7200000000003
Male,46,Souvenir,Card,293.25
Female,39,Shoes,Card,15004.25
Male,69,Clothing,Card,2700.7200000000003
Male,64,Clothing,Cash,1200.32
Male,62,Food & Beverage,Card,20.92
Female,56,Food & Beverage,Card,5.23
Male,43,Food & Beverage,Cash,47.07
Female,21,Shoes,Card,5401.53
Female,53,Clothing,Card,7502.0
Female,27,Clothing,Card,2700.7200000000003
Male,60,Shoes,Cash,5401.53
Female,67,Clothing,Card,4801.28
Male,63,Souvenir,Card,105.57
Female,18,Clothing,Card,7502.0
Male,34,Shoes,Card,9602.72
Female,43,Food & Beverage,Card,47.07
Male,55,Clothing,Cash,7502.0
Female,21,Cosmetics,Cash,365.94
Male,46,Clothing,Cash,4801.28
Female,41,Clothing,Card,1200.32
Female,62,Shoes,Cash,2400.68
Male,29,Toys,Cash,143.36
Female,58,Clothing,Card,300.08
Female,55,Souvenir,Card,105.57
Male,65,Food & Beverage,Card,5.23
Female,24,Clothing,Cash,1200.32
Male,57,Shoes,Cash,5401.53
Male,38,Food & Beverage,Cash,20.92
Female,33,Toys,Cash,573.44
Female,45,Books,Card,60.6
Female,55,Clothing,Card,1200.32
Male,51,Cosmetics,Card,40.66
Male,38,Shoes,Card,2400.68
Female,53,Clothing,Cash,300.08
Male,65,Food & Beverage,Cash,5.23
Male,50,Toys,Card,322.56
Male,29,Souvenir,Card,105.57
Female,58,Food & Beverage,Cash,130.75
Male,24,Souvenir,Card,46.92
Male,59,Cosmetics,Cash,40.66
Male,34,Shoes,Cash,600.17
Male,23,Books,Card,378.75
Male,52,Technology,Cash,1050.0
Male,62,Shoes,Card,9602.72
Female,34,Clothing,Card,7502.0
Male,31,Clothing,Card,2700.7200000000003
Male,33,Food & Beverage,Card,20.92
Female,56,Shoes,Cash,600.17
Male,31,Shoes,Cash,2400.68
Male,32,Clothing,Card,4801.28
Female,64,Souvenir,Cash,11.73
Female,60,Shoes,Card,15004.25
Male,49,Food & Beverage,Cash,130.75
Male,39,Cosmetics,Cash,40.66
Female,41,Cosmetics,Card,650.56
Male,30,Books,Card,15.15
Female,59,Toys,Cash,35.84
Female,41,Clothing,Cash,300.08
Female,29,Clothing,Card,2700.7200000000003
Female,52,Toys,Cash,896.0
Male,28,Food & Beverage,Card,20.92
Male,18,Clothing,Card,4801.28
Female,53,Technology,Card,1050.0
Female,44,Clothing,Cash,7502.0
Female,65,Shoes,Card,5401.53
Female,47,Books,Cash,242.4
Male,35,Cosmetics,Card,650.56
Female,69,Food & Beverage,Cash,130.75
Male,61,Clothing,Cash,7502.0
Female,63,Food & Beverage,Card,47.07
Female,52,Food & Beverage,Card,47.07
Male,61,Technology,Card,4200.0
Male,64,Clothing,Card,1200.32
Female,68,Technology,Cash,1050.0
Male,29,Food & Beverage,Card,20.92
Male,66,Technology,Cash,1050.0
Male,51,Toys,Card,896.0
Male,69,Shoes,Card,5401.53
Female,62,Food & Beverage,Card,47.07
Female,27,Food & Beverage,Card,20.92
Male,28,Shoes,Card,9602.72
Male,48,Clothing,Cash,7502.0
Male,57,Food & Beverage,Cash,130.75
Male,48,Technology,Cash,9450.0
Female,48,Clothing,Cash,4801.28
Female,37,Food & Beverage,Cash,130.75
Male,45,Clothing,Cash,300.08
Female,52,Books,Cash,136.35000000000002
Female,56,Food & Beverage,Card,5.23
Female,40,Toys,Cash,35.84
Male,23,Clothing,Cash,4801.28
Female,36,Books,Cash,136.35000000000002
Male,54,Food & Beverage,Card,47.07
Female,66,Food & Beverage,Cash,83.68
Male,65,Books,Card,242.4
Female,28,Food & Beverage,Card,20.92
Female,65,Food & Beverage,Cash,5.23
Male,47,Toys,Card,143.36
Female,37,Food & Beverage,Cash,5.23
Male,56,Shoes,Card,5401.53
Male,18,Food & Beverage,Card,130.75
Male,18,Shoes,Card,9602.72
Male,37,Technology,Cash,9450.0
Male,28,Clothing,Card,1200.32
Male,67,Cosmetics,Card,162.64
Female,51,Clothing,Card,4801.28
Female,19,Food & Beverage,Card,47.07
Female,22,Shoes,Card,2400.68
Female,47,Clothing,Card,4801.28
Male,66,Clothing,Cash,4801.28
Male,27,Food & Beverage,Cash,20.92
Male,65,Books,Card,15.15
Male,64,Souvenir,Card,293.25
Female,26,Clothing,Card,2700.7200000000003
Female,33,Clothing,Cash,4801.28
Male,26,Clothing,Cash,7502.0
Male,20,Clothing,Card,4801.28
Male,59,Toys,Card,573.44
Female,52,Clothing,Cash,300.08
Female,37,Shoes,Card,9602.72
Female,36,Food & Beverage,Cash,130.75
Female,52,Toys,Cash,322.56
Female,48,Clothing,Cash,4801.28
Male,21,Clothing,Cash,7502.0
Female,29,Cosmetics,Card,365.94
Male,35,Clothing,Cash,4801.28
Male,43,Clothing,Cash,7502.0
Female,41,Books,Cash,60.6
Female,59,Clothing,Card,2700.7200000000003
Male,23,Clothing,Card,7502.0
Male,53,Souvenir,Card,105.57
Male,41,Toys,Card,322.56
Male,19,Toys,Cash,896.0
Male,26,Food & Beverage,Cash,20.92
Male,24,Clothing,Cash,7502.0
Male,32,Souvenir,Cash,46.92
Female,37,Cosmetics,Card,1016.5
Male,26,Clothing,Cash,4801.28
Female,36,Clothing,Cash,7502.0
Male,51,Shoes,Card,15004.25
Male,66,Food & Beverage,Card,20.92
Male,41,Clothing,Card,2700.7200000000003
Female,43,Clothing,Cash,300.08
Male,67,Food & Beverage,Cash,83.68
Male,47,Clothing,Card,1200.32
Male,39,Toys,Card,322.56
Male,22,Cosmetics,Card,365.94
Female,35,Clothing,Card,300.08
Female,44,Souvenir,Cash,46.92
Male,42,Cosmetics,Card,162.64
Male,66,Technology,Cash,9450.0
Male,26,Cosmetics,Cash,365.94
Female,49,Clothing,Card,300.08
Female,63,Cosmetics,Card,1016.5
Female,22,Toys,Cash,896.0
Male,36,Souvenir,Cash,46.92
Male,51,Toys,Cash,322.56
Male,58,Cosmetics,Card,650.56
Female,38,Shoes,Cash,5401.53
Female,49,Clothing,Cash,2700.7200000000003
Female,63,Clothing,Cash,1200.32
Male,58,Shoes,Cash,15004.25
Female,20,Technology,Card,1050.0
Male,60,Food & Beverage,Cash,130.75
Male,44,Food & Beverage,Card,47.07
Male,21,Clothing,Card,300.08
Female,37,Cosmetics,Card,162.64
Male,67,Books,Card,136.35000000000002
Female,33,Technology,Cash,1050.0
Male,51,Food & Beverage,Card,5.23
Male,34,Souvenir,Card,105.57
Female,63,Clothing,Cash,4801.28
Female,49,Clothing,Card,4801.28
Female,45,Cosmetics,Card,650.56
Male,64,Toys,Cash,143.36
Male,28,Clothing,Card,2700.7200000000003
Male,22,Cosmetics,Card,162.64
Female,28,Toys,Cash,573.44
Male,43,Toys,Card,35.84
Female,23,Clothing,Card,300.08
Female,31,Cosmetics,Cash,1016.5
Male,51,Clothing,Card,2700.7200000000003
Male,46,Technology,Card,16800.0
Male,65,Clothing,Cash,4801.28
Male,22,Clothing,Card,7502.0
Female,21,Shoes,Card,2400.68
Female,29,Clothing,Card,4801.28
Male,28,Cosmetics,Cash,650.56
Male,39,Clothing,Card,7502.0
Male,36,Souvenir,Cash,11.73
Male,66,Clothing,Card,300.08
Female,24,Clothing,Cash,1200.32
Female,20,Toys,Card,143.36
Male,60,Toys,Cash,143.36
Female,60,Cosmetics,Cash,365.94
Male,53,Shoes,Card,9602.72
Female,65,Souvenir,Cash,187.68
Male,19,Toys,Card,35.84
Male,47,Food & Beverage,Card,83.68
Female,33,Technology,Cash,1050.0
Male,56,Clothing,Card,300.08
Female,27,Cosmetics,Cash,1016.5
Male,52,Clothing,Card,1200.32
Female,27,Clothing,Cash,4801.28
Female,41,Technology,Card,16800.0
Female,27,Food & Beverage,Cash,47.07
Male,27,Cosmetics,Cash,650.56
Female,57,Technology,Card,4200.0
Female,65,Clothing,Cash,7502.0
Male,57,Toys,Cash,896.0
Male,63,Toys,Card,896.0
Male,42,Shoes,Cash,5401.53
Female,19,Cosmetics,Card,162.64
Female,39,Clothing,Cash,300.08
Female,36,Food & Beverage,Cash,130.75
Male,21,Clothing,Card,300.08
Female,66,Books,Card,60.6
Male,32,Souvenir,Card,293.25
Male,30,Technology,Card,9450.0
Male,23,Clothing,Card,7502.0
Male,55,Food & Beverage,Cash,83.68
Male,26,Cosmetics,Cash,40.66
Male,22,Toys,Cash,573.44
Male,33,Cosmetics,Card,650.56
Female,62,Clothing,Cash,1200.32
Male,69,Clothing,Cash,4801.28
Female,52,Souvenir,Card,105.57
Male,69,Clothing,Cash,7502.0
Female,60,Technology,Card,16800.0
Male,26,Clothing,Card,2700.7200000000003
Female,25,Clothing,Card,300.08
Female,28,Souvenir,Card,105.57
Female,50,Souvenir,Card,187.68
Male,62,Clothing,Card,300.08
Female,32,Shoes,Card,2400.68
Male,36,Souvenir,Card,105.57
Female,65,Food & Beverage,Card,83.68
Female,59,Clothing,Cash,300.08
Male,56,Souvenir,Card,46.92
Male,41,Food & Beverage,Cash,83.68
Male,64,Souvenir,Cash,187.68
Male,18,Clothing,Cash,300.08
Male,49,Food & Beverage,Card,5.23
Male,19,Technology,Cash,1050.0
Female,22,Clothing,Card,2700.7200000000003
Female,63,Food & Beverage,Card,5.23
Female,36,Clothing,Card,300.08
Female,39,Clothing,Cash,4801.28
Female,33,Clothing,Cash,1200.32
Female,68,Food & Beverage,Card,5.23
Male,36,Shoes,Cash,15004.25
Female,62,Cosmetics,Card,1016.5
Male,51,Clothing,Card,1200.32
Male,34,Food & Beverage,Cash,20.92
Female,51,Technology,Card,16800.0
Male,38,Clothing,Cash,4801.28
Female,34,Toys,Cash,322.56
Female,24,Clothing,Cash,2700.7200000000003
Female,64,Shoes,Card,9602.72
Female,61,Cosmetics,Cash,40.66
Female,54,Clothing,Card,4801.28
Female,33,Books,Card,15.15
Female,50,Cosmetics,Card,40.66
Female,58,Clothing,Cash,300.08
Female,19,Technology,Cash,16800.0
Male,42,Books,Card,60.6
Male,58,Food & Beverage,Card,130.75
Female,68,Clothing,Cash,1200.32
Male,68,Cosmetics,Card,650.56
Female,41,Cosmetics,Cash,40.66
Male,56,Clothing,Card,300.08
Female,20,Books,Cash,136.35000000000002
Male,26,Clothing,Card,4801.28
Male,30,Clothing,Cash,300.08
Female,25,Clothing,Cash,7502.0
Female,45,Toys,Card,573.44
Female,25,Clothing,Card,7502.0
Female,42,Toys,Card,143.36
Male,53,Clothing,Card,1200.32
Female,69,Shoes,Card,2400.68
Female,62,Clothing,Card,7502.0
Female,51,Food & Beverage,Card,20.92
Male,52,Cosmetics,Card,650.56
Female,28,Food & Beverage,Cash,47.07
Female,40,Cosmetics,Card,40.66
Male,55,Food & Beverage,Cash,83.68
Female,26,Cosmetics,Card,1016.5
Male,60,Books,Card,136.35000000000002
Female,55,Clothing,Card,7502.0
Female,57,Clothing,Card,7502.0
Female,65,Toys,Cash,573.44
Male,38,Clothing,Card,300.08
Female,20,Food & Beverage,Card,20.92
Male,54,Clothing,Card,300.08
Male,24,Shoes,Cash,9602.72
Female,52,Shoes,Card,15004.25
Female,34,Clothing,Cash,2700.7200000000003
Male,59,Food & Beverage,Cash,5.23
Female,34,Clothing,Cash,7502.0
Male,33,Toys,Cash,143.36
Female,35,Cosmetics,Cash,40.66
Female,62,Clothing,Card,1200.32
Female,34,Toys,Cash,143.36
Male,32,Food & Beverage,Card,130.75
Male,18,Toys,Cash,143.36
Female,22,Shoes,Card,5401.53
Female,51,Food & Beverage,Card,5.23
Male,54,Clothing,Card,300.08
Female,41,Toys,Card,573.44
Male,38,Clothing,Card,4801.28
Female,36,Clothing,Cash,2700.7200000000003
Male,18,Technology,Card,1050.0
Female,57,Food & Beverage,Cash,47.07
Female,65,Clothing,Card,300.08
Male,65,Shoes,Card,9602.72
Female,53,Cosmetics,Card,162.64
Female,23,Cosmetics,Cash,365.94
Female,22,Clothing,Card,1200.32
Female,56,Souvenir,Card,293.25
Male,46,Food & Beverage,Cash,20.92
Female,45,Clothing,Cash,4801.28
Male,62,Toys,Card,143.36
Female,68,Clothing,Cash,1200.32
Female,30,Books,Card,242.4
Female,22,Clothing,Card,7502.0
Female,20,Clothing,Cash,4801.28
Male,28,Cosmetics,Cash,650.56
Male,21,Food & Beverage,Cash,47.07
Female,18,Technology,Card,26250.0
Female,30,Cosmetics,Cash,40.66
Female,64,Toys,Cash,896.0
Female,51,Cosmetics,Card,162.64
Female,48,Cosmetics,Cash,365.94
Female,37,Clothing,Cash,7502.0
Male,24,Clothing,Cash,2700.7200000000003
Female,20,Shoes,Card,2400.68
Male,59,Technology,Cash,4200.0
Male,54,Clothing,Card,2700.7200000000003
Male,39,Clothing,Cash,7502.0
Female,22,Souvenir,Card,11.73
Male,31,Clothing,Cash,300.08
Female,21,Toys,Card,35.84
Female,63,Clothing,Cash,4801.28
Female,56,Cosmetics,Cash,162.64
Male,28,Technology,Cash,1050.0
Female,50,Clothing,Card,1200.32
Female,34,Toys,Card,322.56
Female,59,Toys,Card,143.36
Male,36,Clothing,Card,300.08
Male,37,Books,Card,242.4
Female,54,Shoes,Card,2400.68
Female,26,Shoes,Cash,15004.25
Female,43,Books,Cash,60.6
Male,24,Shoes,Card,9602.72
Female,67,Cosmetics,Cash,365.94
Female,21,Clothing,Cash,300.08
Male,50,Clothing,Cash,1200.32
Male,41,Souvenir,Card,187.68
Female,44,Technology,Cash,1050.0
Male,49,Clothing,Cash,1200.32
Female,42,Clothing,Cash,2700.7200000000003
Female,45,Cosmetics,Cash,365.94
Female,68,Clothing,Card,1200.32
Male,19,Shoes,Card,2400.68
Male,24,Food & Beverage,Card,83.68
Female,35,Clothing,Cash,2700.7200000000003
Male,51,Shoes,Cash,2400.68
Female,54,Food & Beverage,Card,20.92
Female,66,Food & Beverage,Card,83.68
Female,26,Clothing,Cash,4801.28
Female,33,Technology,Cash,26250.0
Male,27,Food & Beverage,Cash,130.75
Female,53,Food & Beverage,Cash,5.23
Male,50,Clothing,Card,300.08
Male,29,Clothing,Card,1200.32
Female,18,Food & Beverage,Card,83.68
Male,28,Clothing,Cash,2700.7200000000003
Female,69,Cosmetics,Cash,40.66
Male,31,Clothing,Cash,300.08
Female,29,Toys,Cash,35.84
Female,20,Clothing,Cash,7502.0
Male,47,Toys,Cash,573.44
Female,37,Clothing,Cash,7502.0
Female,23,Food & Beverage,Cash,83.68
Male,46,Souvenir,Card,46.92
Female,27,Food & Beverage,Card,20.92
Female,29,Food & Beverage,Card,130.75
Male,39,Clothing,Card,1200.32
Male,32,Food & Beverage,Card,130.75
Female,55,Toys,Card,35.84
Female,38,Clothing,Cash,2700.7200000000003
Male,56,Clothing,Card,4801.28
Female,40,Toys,Cash,322.56
Female,49,Food & Beverage,Card,130.75
Male,60,Food & Beverage,Card,130.75
Female,46,Shoes,Cash,2400.68
Female,22,Clothing,Card,2700.7200000000003
Female,37,Shoes,Card,15004.25
Male,58,Food & Beverage,Card,83.68
Female,53,Clothing,Cash,4801.28
Female,53,Clothing,Card,7502.0
Female,69,Cosmetics,Card,365.94
Male,53,Toys,Card,573.44
Male,37,Cosmetics,Cash,365.94
Female,52,Clothing,Card,1200.32
Male,21,Clothing,Cash,300.08
Female,45,Cosmetics,Card,650.56
Male,58,Clothing,Cash,300.08
Female,66,Clothing,Card,4801.28
Female,57,Clothing,Card,4801.28
Male,19,Toys,Card,573.44
Male,39,Cosmetics,Cash,650.56
Male,56,Clothing,Cash,2700.7200000000003
Female,24,Clothing,Card,1200.32
Male,19,Clothing,Cash,1200.32
Female,65,Food & Beverage,Cash,83.68
Male,67,Cosmetics,Cash,650.56
Female,56,Souvenir,Card,105.57
Female,34,Food & Beverage,Cash,5.23
Female,69,Cosmetics,Cash,1016.5
Female,44,Clothing,Cash,4801.28
Male,58,Shoes,Card,15004.25
Female,43,Technology,Cash,9450.0
Female,46,Shoes,Card,5401.53
Male,20,Food & Beverage,Cash,20.92
Female,63,Shoes,Card,5401.53
Male,46,Clothing,Cash,300.08
Male,37,Clothing,Card,2700.7200000000003
Male,18,Clothing,Cash,300.08
Female,42,Clothing,Card,7502.0
Male,69,Technology,Card,9450.0
Male,46,Clothing,Card,7502.0
Male,31,Food & Beverage,Card,130.75
Female,57,Clothing,Card,1200.32
